,SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,SALES_SERVICES,DEPOSIT_INTERBANK_ADD,LOAN_PBC_ADD,OFI_BF_ADD,RECEIVE_ORIGIC_PREMIUM,RECEIVE_REINSURE_NET,INSURED_INVEST_ADD,DISPOSAL_TFA_ADD,RECEIVE_INTEREST_COMMISSION,BORROW_FUND_ADD,LOAN_ADVANCE_REDUCE,REPO_BUSINESS_ADD,RECEIVE_TAX_REFUND,RECEIVE_OTHER_OPERATE,OPERATE_INFLOW_OTHER,OPERATE_INFLOW_BALANCE,TOTAL_OPERATE_INFLOW,BUY_SERVICES,LOAN_ADVANCE_ADD,PBC_INTERBANK_ADD,PAY_ORIGIC_COMPENSATE,PAY_INTEREST_COMMISSION,PAY_POLICY_BONUS,PAY_STAFF_CASH,PAY_ALL_TAX,PAY_OTHER_OPERATE,OPERATE_OUTFLOW_OTHER,OPERATE_OUTFLOW_BALANCE,TOTAL_OPERATE_OUTFLOW,OPERATE_NETCASH_OTHER,OPERATE_NETCASH_BALANCE,NETCASH_OPERATE,WITHDRAW_INVEST,RECEIVE_INVEST_INCOME,DISPOSAL_LONG_ASSET,DISPOSAL_SUBSIDIARY_OTHER,REDUCE_PLEDGE_TIMEDEPOSITS,RECEIVE_OTHER_INVEST,INVEST_INFLOW_OTHER,INVEST_INFLOW_BALANCE,TOTAL_INVEST_INFLOW,CONSTRUCT_LONG_ASSET,INVEST_PAY_CASH,PLEDGE_LOAN_ADD,OBTAIN_SUBSIDIARY_OTHER,ADD_PLEDGE_TIMEDEPOSITS,PAY_OTHER_INVEST,INVEST_OUTFLOW_OTHER,INVEST_OUTFLOW_BALANCE,TOTAL_INVEST_OUTFLOW,INVEST_NETCASH_OTHER,INVEST_NETCASH_BALANCE,NETCASH_INVEST,ACCEPT_INVEST_CASH,SUBSIDIARY_ACCEPT_INVEST,RECEIVE_LOAN_CASH,ISSUE_BOND,RECEIVE_OTHER_FINANCE,FINANCE_INFLOW_OTHER,FINANCE_INFLOW_BALANCE,TOTAL_FINANCE_INFLOW,PAY_DEBT_CASH,ASSIGN_DIVIDEND_PORFIT,SUBSIDIARY_PAY_DIVIDEND,BUY_SUBSIDIARY_EQUITY,PAY_OTHER_FINANCE,SUBSIDIARY_REDUCE_CASH,FINANCE_OUTFLOW_OTHER,FINANCE_OUTFLOW_BALANCE,TOTAL_FINANCE_OUTFLOW,FINANCE_NETCASH_OTHER,FINANCE_NETCASH_BALANCE,NETCASH_FINANCE,RATE_CHANGE_EFFECT,CCE_ADD_OTHER,CCE_ADD_BALANCE,CCE_ADD,BEGIN_CCE,END_CCE_OTHER,END_CCE_BALANCE,END_CCE,NETPROFIT,ASSET_IMPAIRMENT,FA_IR_DEPR,OILGAS_BIOLOGY_DEPR,IR_DEPR,IA_AMORTIZE,LPE_AMORTIZE,DEFER_INCOME_AMORTIZE,PREPAID_EXPENSE_REDUCE,ACCRUED_EXPENSE_ADD,DISPOSAL_LONGASSET_LOSS,FA_SCRAP_LOSS,FAIRVALUE_CHANGE_LOSS,FINANCE_EXPENSE,INVEST_LOSS,DEFER_TAX,DT_ASSET_REDUCE,DT_LIAB_ADD,PREDICT_LIAB_ADD,INVENTORY_REDUCE,OPERATE_RECE_REDUCE,OPERATE_PAYABLE_ADD,OTHER,OPERATE_NETCASH_OTHERNOTE,OPERATE_NETCASH_BALANCENOTE,NETCASH_OPERATENOTE,DEBT_TRANSFER_CAPITAL,CONVERT_BOND_1YEAR,FINLEASE_OBTAIN_FA,UNINVOLVE_INVESTFIN_OTHER,END_CASH,BEGIN_CASH,END_CASH_EQUIVALENTS,BEGIN_CASH_EQUIVALENTS,CCE_ADD_OTHERNOTE,CCE_ADD_BALANCENOTE,CCE_ADDNOTE,SALES_SERVICES_YOY,DEPOSIT_INTERBANK_ADD_YOY,LOAN_PBC_ADD_YOY,OFI_BF_ADD_YOY,RECEIVE_ORIGIC_PREMIUM_YOY,RECEIVE_REINSURE_NET_YOY,INSURED_INVEST_ADD_YOY,DISPOSAL_TFA_ADD_YOY,RECEIVE_INTEREST_COMMISSION_YOY,BORROW_FUND_ADD_YOY,LOAN_ADVANCE_REDUCE_YOY,REPO_BUSINESS_ADD_YOY,RECEIVE_TAX_REFUND_YOY,RECEIVE_OTHER_OPERATE_YOY,OPERATE_INFLOW_OTHER_YOY,OPERATE_INFLOW_BALANCE_YOY,TOTAL_OPERATE_INFLOW_YOY,BUY_SERVICES_YOY,LOAN_ADVANCE_ADD_YOY,PBC_INTERBANK_ADD_YOY,PAY_ORIGIC_COMPENSATE_YOY,PAY_INTEREST_COMMISSION_YOY,PAY_POLICY_BONUS_YOY,PAY_STAFF_CASH_YOY,PAY_ALL_TAX_YOY,PAY_OTHER_OPERATE_YOY,OPERATE_OUTFLOW_OTHER_YOY,OPERATE_OUTFLOW_BALANCE_YOY,TOTAL_OPERATE_OUTFLOW_YOY,OPERATE_NETCASH_OTHER_YOY,OPERATE_NETCASH_BALANCE_YOY,NETCASH_OPERATE_YOY,WITHDRAW_INVEST_YOY,RECEIVE_INVEST_INCOME_YOY,DISPOSAL_LONG_ASSET_YOY,DISPOSAL_SUBSIDIARY_OTHER_YOY,REDUCE_PLEDGE_TIMEDEPOSITS_YOY,RECEIVE_OTHER_INVEST_YOY,INVEST_INFLOW_OTHER_YOY,INVEST_INFLOW_BALANCE_YOY,TOTAL_INVEST_INFLOW_YOY,CONSTRUCT_LONG_ASSET_YOY,INVEST_PAY_CASH_YOY,PLEDGE_LOAN_ADD_YOY,OBTAIN_SUBSIDIARY_OTHER_YOY,ADD_PLEDGE_TIMEDEPOSITS_YOY,PAY_OTHER_INVEST_YOY,INVEST_OUTFLOW_OTHER_YOY,INVEST_OUTFLOW_BALANCE_YOY,TOTAL_INVEST_OUTFLOW_YOY,INVEST_NETCASH_OTHER_YOY,INVEST_NETCASH_BALANCE_YOY,NETCASH_INVEST_YOY,ACCEPT_INVEST_CASH_YOY,SUBSIDIARY_ACCEPT_INVEST_YOY,RECEIVE_LOAN_CASH_YOY,ISSUE_BOND_YOY,RECEIVE_OTHER_FINANCE_YOY,FINANCE_INFLOW_OTHER_YOY,FINANCE_INFLOW_BALANCE_YOY,TOTAL_FINANCE_INFLOW_YOY,PAY_DEBT_CASH_YOY,ASSIGN_DIVIDEND_PORFIT_YOY,SUBSIDIARY_PAY_DIVIDEND_YOY,BUY_SUBSIDIARY_EQUITY_YOY,PAY_OTHER_FINANCE_YOY,SUBSIDIARY_REDUCE_CASH_YOY,FINANCE_OUTFLOW_OTHER_YOY,FINANCE_OUTFLOW_BALANCE_YOY,TOTAL_FINANCE_OUTFLOW_YOY,FINANCE_NETCASH_OTHER_YOY,FINANCE_NETCASH_BALANCE_YOY,NETCASH_FINANCE_YOY,RATE_CHANGE_EFFECT_YOY,CCE_ADD_OTHER_YOY,CCE_ADD_BALANCE_YOY,CCE_ADD_YOY,BEGIN_CCE_YOY,END_CCE_OTHER_YOY,END_CCE_BALANCE_YOY,END_CCE_YOY,NETPROFIT_YOY,ASSET_IMPAIRMENT_YOY,FA_IR_DEPR_YOY,OILGAS_BIOLOGY_DEPR_YOY,IR_DEPR_YOY,IA_AMORTIZE_YOY,LPE_AMORTIZE_YOY,DEFER_INCOME_AMORTIZE_YOY,PREPAID_EXPENSE_REDUCE_YOY,ACCRUED_EXPENSE_ADD_YOY,DISPOSAL_LONGASSET_LOSS_YOY,FA_SCRAP_LOSS_YOY,FAIRVALUE_CHANGE_LOSS_YOY,FINANCE_EXPENSE_YOY,INVEST_LOSS_YOY,DEFER_TAX_YOY,DT_ASSET_REDUCE_YOY,DT_LIAB_ADD_YOY,PREDICT_LIAB_ADD_YOY,INVENTORY_REDUCE_YOY,OPERATE_RECE_REDUCE_YOY,OPERATE_PAYABLE_ADD_YOY,OTHER_YOY,OPERATE_NETCASH_OTHERNOTE_YOY,OPERATE_NETCASH_BALANCENOTE_YOY,NETCASH_OPERATENOTE_YOY,DEBT_TRANSFER_CAPITAL_YOY,CONVERT_BOND_1YEAR_YOY,FINLEASE_OBTAIN_FA_YOY,UNINVOLVE_INVESTFIN_OTHER_YOY,END_CASH_YOY,BEGIN_CASH_YOY,END_CASH_EQUIVALENTS_YOY,BEGIN_CASH_EQUIVALENTS_YOY,CCE_ADD_OTHERNOTE_YOY,CCE_ADD_BALANCENOTE_YOY,CCE_ADDNOTE_YOY,OPINION_TYPE,OSOPINION_TYPE,MINORITY_INTEREST,MINORITY_INTEREST_YOY
56,600519.SH,600519,贵州茅台,10002602,通用,2010-09-30 00:00:00,三季报,2010三季报,058001001,2010-10-29 00:00:00,2011-10-18 00:00:00,CNY,10738917455.57,,,,,,,,,,,,181031.15,64032956.75,,,10803131443.47,1065979806.61,,,,,,1091754586.28,4041204565.32,639785551.33,,,6838724509.54,,,3964406933.93,17000000.0,1731400.0,,,,56662329.2,,,75393729.2,1394221713.73,50000000.0,,,,57620800.18,,,1501842513.91,,,-1426448784.71,,,,,78665.2,,,78665.2,,1254519392.24,,,,,,,1254519392.24,,,-1254440727.04,,,,1283517422.18,9743152155.24,,,11026669577.42,,,,,,,,,,,,,,,,0.0,,,,,,,,,,3964406933.93,,,,,,,,,,,1283517422.18,43.958671955,,,,,,,,,,,,,-39.9092643318,,,42.7799027038,15.5783034869,,,,,,21.4890470732,30.8425952575,10.4611060639,,,24.5955070568,,,90.8219788599,-32.0,-16.7755104619,,,,,,,178.4070280659,31.7166241982,400.0,,,,,,,40.556030291,,,-36.9714459601,,,,,-39.9232540901,,,-39.9232540901,,1.6057081053,,,,,,,1.6057081053,,,-1.6101127828,,,,746.7994508944,20.3791319526,,,39.6615293112,,,,,,,,,,,,,,,,,,,,,,,,,,90.8219788599,,,,,,,,,,,746.7994508944,,,,
57,600519.SH,600519,贵州茅台,10002602,通用,2010-06-30 00:00:00,中报,2010中报,058001001,2010-08-12 00:00:00,2011-08-31 00:00:00,CNY,6360486576.42,,,,,,,,,,,,181031.15,51762648.52,,,6412430256.09,682354660.8,,,,,,827492138.02,2774886858.79,361313487.93,,,4646047145.54,,,1766383110.55,17000000.0,1731400.0,,,,54180223.0,,,72911623.0,1079662311.3,50000000.0,,,,44522602.72,,,1174184914.02,,,-1101273291.02,,,,,57275.29,,,57275.29,,139457662.62,,,,,,,139457662.62,,,-139400387.33,,,,525709432.2,9743152155.24,,,10268861587.44,3274562600.07,2776574.21,122119373.3,122119373.3,,5961975.24,2588560.8,,,,,561791.21,,-57275.29,-282550.0,59048587.62,59048587.62,,,-303082490.22,215808858.64,-1613622895.03,,,,1766383110.55,,,,,10268861587.44,9743152155.24,,,,,525709432.2,51.4887836298,,,,,,,,,,,,,-50.0804767191,,,49.0450375671,20.1877717917,,,,,,26.2626794557,28.8957491356,-4.4718649315,,,23.7574284948,,,222.2222348391,-32.0,-16.7755104619,,,,,,,169.2413346081,56.6958604902,400.0,,,,,,,67.9764059846,,,-63.8952302099,,,,,-34.4595477566,,,-34.4595477566,,-19.967544111,,,,,,,-19.967544111,,,19.9602725455,,,,276.4637711938,20.3791319526,,,31.7228579574,11.8039933043,527.3269581838,37.0682892833,37.0682892833,,4.0816106565,-44.7377354449,,,,,6225.9860438772,,90.4786847549,61.547216439,-28.8084359534,-28.8084359534,,,-113.9615707303,261.4515288633,29.4405473161,,,,222.2222348391,,,,,31.7228579574,20.3791319526,,,,,276.4637711938,,,174805294.84,26.1533004347
58,600519.SH,600519,贵州茅台,10002602,通用,2010-03-31 00:00:00,一季报,2010一季报,058001001,2010-04-26 00:00:00,2011-04-23 00:00:00,CNY,3073704697.75,,,,,,,,,,,,,48194874.82,,,3121899572.57,351943207.13,,,,,,529295958.95,1233363458.39,182525044.37,,,2297127668.84,,,824771903.73,17000000.0,1728900.0,2500.0,,,,,,18731400.0,469039504.08,,,,,,,,469039504.08,,,-450308104.08,,,,,26891.3,,,26891.3,,137207662.62,137207662.62,,,,,,137207662.62,,,-137180771.32,,,,237283028.33,9743152155.24,,,9980435183.57,,,,,,,,,,,,,,,,0.0,,,,,,,,,,824771903.73,,,,,,,,,,,237283028.33,64.3019974342,,,,,,,,,,,,,-48.1980950443,,,58.9722052477,19.0084646444,,,,,,14.7124904597,7.8674702467,-5.9246486143,,,9.6707742853,,,730.7298022247,,,,,,,,,,62.3653768468,,,,,,,,56.9328985603,,,-50.6656804037,,,,,-37.3923218619,,,-37.3923218619,,7522.6479233333,,,,,,,7522.6479233333,,,-7707.4575974001,,,,155.0029231305,20.3791319526,,,30.2534181555,,,,,,,,,,,,,,,,,,,,,,,,,,730.7298022247,,,,,,,,,,,155.0029231305,,,,
59,600519.SH,600519,贵州茅台,10002602,通用,2009-12-31 00:00:00,年报,2009年报,058001001,2011-03-21 00:00:00,2011-03-21 00:00:00,CNY,11756243820.83,,,,,,,,,,,,,185888008.21,,,11942131829.04,1557075938.7,,,,,,1229305038.48,4160350102.49,771463605.18,,,7718194684.85,,,4223937144.19,25000000.0,2080397.26,,,,,,,27080397.26,1356601530.09,10000000.0,,,,,,,1366601530.09,,,-1339521132.83,,,,,158121.82,,,158121.82,,1235143869.1,,,,,,,1235143869.1,,,-1234985747.28,,,,1649430264.08,8093721891.16,,,9743152155.24,4552888944.0,-300085.01,187387081.41,187387081.41,,11552408.13,8627818.88,,,,,227122.97,,-158121.82,-1209447.26,-48739824.6,-48739824.6,,,-1077678627.03,-671596539.44,1262936413.96,,,,4223937144.19,,,,,9743152155.24,8093721891.16,,,,,1649430264.08,4.2661044523,,,,,,,,,,,,,-23.299529219,,,3.686061915,28.18416917,,,,,,51.8810252287,13.4578393275,33.2120538757,,,23.0952813957,,,-19.5055479317,19.0476190476,-2.0113390796,,,,,,,16.8613489779,34.2192043487,100.0,,,,,,,34.5430129441,,,-34.9558221027,,,,,-79.2266433179,,,-79.2266433179,,39.616112915,,,,,,,39.616112915,,,-39.7184539177,,,,-51.0702273696,71.3788954254,,,20.3791319526,13.8006201708,-166.6739683604,27.4369499062,27.4369499062,,65.1407128424,-18.7057462253,,,,,-92.9939418625,,79.2266433179,8.5311204386,60.6401786094,60.6401786094,,,-33.0880070433,-610.5678133529,-40.1044575215,,,,-19.5055479317,,,,,20.3791319526,71.3788954254,,,,,-51.0702273696,标准无保留意见,,240442819.27,19.4576068948
60,600519.SH,600519,贵州茅台,10002602,通用,2009-09-30 00:00:00,三季报,2009三季报,058001001,2010-10-29 00:00:00,2010-10-29 00:00:00,CNY,7459722509.06,,,,,,,,,,,,,106560447.36,,,7566282956.42,922300963.46,,,,,,898644456.09,3088600128.55,579195315.1,,,5488740863.2,,,2077542093.22,25000000.0,2080397.26,,,,,,,27080397.26,1058500946.42,10000000.0,,,,,,,1068500946.42,,,-1041420549.16,,,,,130941.18,,,130941.18,,1234693813.6,,,,,,,1234693813.6,,,-1234562872.42,,,,-198441328.36,8093721891.16,,,7895280562.8,,,,,,,,,,,,,,,,0.0,,,,,,,,,,2077542093.22,,,,,,,,,,,-198441328.36,0.7273274046,,,,,,,,,,,,,-49.7131259468,,,-0.675786514,16.0864049192,,,,,,60.9717369405,11.9472263246,32.4114462979,,,20.6540192964,,,-32.2968701639,19.0476190476,-2.0113390796,,,,,,,16.8613489779,64.3968385519,,,,,,,,65.9499485336,,,-67.7826242189,,,,,-80.8724483541,,,-80.8724483541,,60.4989938935,,,,,,,60.4989938935,,,-60.6249091164,,,,-111.8168407317,71.3788954254,,,23.3249154045,,,,,,,,,,,,,,,,,,,,,,,,,,-32.2968701639,,,,,,,,,,,-111.8168407317,,,,
61,600519.SH,600519,贵州茅台,10002602,通用,2009-06-30 00:00:00,中报,2009中报,058001001,2010-08-12 00:00:00,2010-08-12 00:00:00,CNY,4198651823.6,,,,,,,,,,,,,103692193.19,,,4302344016.79,567740503.57,,,,,,655373497.21,2152814873.57,378227302.01,,,3754156176.36,,,548187840.43,25000000.0,2080397.26,,,,,,,27080397.26,689017762.13,10000000.0,,,,,,,699017762.13,,,-671937364.87,,,,,87389.22,,,87389.22,,174251384.73,,,,,,,174251384.73,,,-174163995.51,,,,-297913519.95,8093721891.16,,,7795808371.21,2928842256.25,442604.0,89093818.81,89093818.81,,5728173.5,4684138.12,,,,,8880.69,,-601548.09,-734797.26,82943236.9,82943236.9,,,-141652769.32,-133667894.11,-2286898259.06,,,,548187840.43,,,,,7795808371.21,8093721891.16,,,,,-297913519.95,-8.1054483852,,,,,,,,,,,,,-45.7886917667,,,-9.6196144328,7.163613358,,,,,,67.2794770455,5.2959605803,26.720994814,,,14.9965505835,,,-63.3486223823,19.0476190476,-2.0113390796,,,,,,,17.1140429268,68.141579484,,,,,,,,70.581887829,,,-73.77937024,,,,,-86.1381688096,,,-86.1381688096,,-77.266175322,,,,,,,-77.266175322,,,77.2588721405,,,,-186.8133577614,71.3788954254,,,53.8887802848,24.5288213471,131.3664462593,27.2090035636,27.2090035636,,70.4180742839,-27.2803077708,,,,,-99.7152520872,,54.0854759492,-2.0410026385,2110.1630833387,2110.1630833387,,,-2.1614921801,-4110.948219031,-184.3675942359,,,,-63.3486223823,,,,,53.8887802848,71.3788954254,,,,,-186.8133577614,,,138565772.15,23.3030739701
62,600519.SH,600519,贵州茅台,10002602,通用,2009-03-31 00:00:00,一季报,2009一季报,058001001,2010-04-26 00:00:00,2010-04-26 00:00:00,CNY,1870765265.03,,,,,,,,,,,,,93036877.43,,,1963802142.46,295729558.55,,,,,,461410921.19,1143406307.36,194020050.61,,,2094566837.71,,,-130764695.25,,,,,,,,,,288879016.69,10000000.0,,,,,,,298879016.69,,,-298879016.69,,,,,42952.08,,,42952.08,,1800000.0,,,,,,,1800000.0,,,-1757047.92,,,,-431400759.86,8093721891.16,,,7662321131.3,,,,,,,,,,,,,,,,0.0,,,,,,,,,,-130764695.25,,,,,,,,,,,-431400759.86,-26.924629367,,,,,,,,,,,,,-45.3155475052,,,-28.0706776326,4.6865294108,,,,,,99.160551777,11.2483541461,-0.7728835368,,,20.5508966344,,,-113.1728001583,,,,,,,,,,65.3890020138,,,,,,,,71.1142015769,,,-97.2235101418,,,,,-92.7588169778,,,-92.7588169778,,,,,,,,,,,,-396.216284927,,,,-151.2512518737,71.3788954254,,,37.7014858744,,,,,,,,,,,,,,,,,,,,,,,,,,-113.1728001583,,,,,,,,,,,-151.2512518737,,,,
63,600519.SH,600519,贵州茅台,10002602,通用,2008-12-31 00:00:00,年报,2008年报,058001001,2010-04-02 00:00:00,2010-04-02 00:00:00,CNY,11275230701.85,,,,,,,,,,,,,242355759.12,,,11517586460.97,1214717814.83,,,,,,809386845.15,3666868792.1,579124473.15,,,6270097925.23,,,5247488535.74,21000000.0,2123100.0,50000.0,,,,,,23173100.0,1010735786.04,5000000.0,,,,,,,1015735786.04,,,-992562686.04,,,,,761176.07,,,761176.07,,884671434.63,,,,,,,884671434.63,,,-883910258.56,,,,3371015591.14,4722706300.02,,,8093721891.16,4000759343.11,450078.22,147042974.23,147042974.23,,6995493.68,10613073.47,,,,,3241808.24,,-761176.07,-1322250.0,-123831417.11,-123831417.11,,,-809748865.41,-94515474.36,2108564947.74,,,,5247488535.74,,,,,8093721891.16,4722706300.02,,,,,3371015591.14,51.5945576494,,,,,,,,,,,,,153.2858486601,,,52.88617213,10.5991175379,,,,,,29.8480396364,1.7858646653,24.2856531743,,,8.2893077764,,,201.0083674191,,,,,,,,,,30.8469262038,-70.5882352941,,,,,,,28.6626419369,,,-25.7273192783,,,,,-49.410777199,,,-49.410777199,,25.1540460761,,,,,,,25.1540460761,,,-25.3131018422,,,,1256.6265703254,5.5537074153,,,71.3788954254,34.8849803244,173.2145636198,41.6271828778,41.6271828778,,-16.9142321525,-83.8820182014,,,,,3.0221092518,,62.2994848537,27.1467533541,-205.6186099843,-205.6186099843,,,-149.9983133496,-231.9742563833,266.6326984966,,,,201.0083674191,,,,,71.3788954254,5.5537074153,,,,,1256.6265703254,标准无保留意见,,201278784.6,48.8518142406
64,600519.SH,600519,贵州茅台,10002602,通用,2008-09-30 00:00:00,三季报,2008三季报,058001001,2009-10-24 00:00:00,2009-10-24 00:00:00,CNY,7405857676.63,,,,,,,,,,,,,211905093.26,,,7617762769.89,794495241.8,,,,,,558262259.68,2758978699.12,437420881.12,,,4549157081.72,,,3068605688.17,21000000.0,2123100.0,50000.0,,,,,,23173100.0,643869405.12,,,,,,,,643869405.12,,,-620696305.12,,,,,684568.43,,,684568.43,,769284456.96,,,,,,,769284456.96,,,-768599888.53,,,,1679309494.52,4722706300.02,,,6402015794.54,,,,,,,,,,,,,,,,0.0,,,,,,,,,,3068605688.17,,,,,,,,,,,1679309494.52,39.7800928161,,,,,,,,,,,,,333.2879875808,,,42.3859883998,2.2520641818,,,,,,31.3360251893,19.0218496081,55.2707266262,,,19.657359952,,,98.1971506476,,,,,,,,,,18.0147601962,,,,,,,,14.4486231196,,,-10.3295744937,,,,,144.1375853986,,,144.1375853986,,8.841787762,,,,,,,8.841787762,,,-8.7880910654,,,,501.5486095596,5.5537074153,,,34.6832851151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,600519.SH,600519,贵州茅台,10002602,通用,2008-06-30 00:00:00,中报,2008中报,058001001,2009-08-07 00:00:00,2009-08-07 00:00:00,CNY,4568988857.14,,,,,,,,,,,,,191274102.34,,,4760262959.48,529788503.56,,,,,,391783564.12,2044537000.0,298472484.82,,,3264581552.5,,,1495681406.98,21000000.0,2123100.0,,,,,,,23123100.0,409784280.75,,,,,,,,409784280.75,,,-386661180.75,,,,,630430.56,,,630430.56,,766485126.01,,,,,,,766485126.01,,,-765854695.45,,,,343165530.78,4722706300.02,,,5065871830.8,2351939273.63,-1411074.74,70037352.95,70037352.95,,3361247.64,6441361.31,,,,,3118790.2,,-1310147.72,-720100.0,3752810.71,3752810.71,,,-138655736.42,3332575.91,-804204946.49,,,,1495681406.98,,,,,5065871830.8,4722706300.02,,,,,343165530.78,35.0679322123,,,,,,,,,,,,,295.8748321823,,,38.6214041146,-6.5606538977,,,,,,26.920604171,23.362770152,38.7068971513,,,18.7902512692,,,118.0887911821,,,,,,,,,,23.2422501269,,,,,,,,17.2476871133,,,-10.6316939646,,,,,154.2093663465,,,154.2093663465,,85065.0140011111,,,,,,,83754.6729303439,,,-114881.6113049029,,,,2.2409532169,5.5537074153,,,5.3225354901,163.0956877235,-207.1013016643,40.7144913804,40.7144913804,,4.5618234826,40.6274861271,,,,,1986.5040203529,,-170.2769392014,16.2625734054,-74.16410579,-74.16410579,,,0.3325108227,111.3342116788,-604.949692421,,,,118.0887911821,,,,,5.3225354901,5.5537074153,,,,,2.2409532169,,,112378197.63,154.1081625576
66,600519.SH,600519,贵州茅台,10002602,通用,2008-03-31 00:00:00,一季报,2008一季报,058001001,2009-04-21 00:00:00,2009-04-21 00:00:00,CNY,2560048958.8,,,,,,,,,,,,,170134056.73,,,2730183015.53,282490555.58,,,,,,231677868.47,1027796155.85,195531279.68,,,1737495859.58,,,992687155.95,21000000.0,2123100.0,,,,,,,23123100.0,174666400.53,,,,,,,,174666400.53,,,-151543300.53,,,,,593163.85,,,593163.85,,,,,,,,,,,,593163.85,,,,841737019.27,4722706300.02,,,5564443319.29,,,,,,,,,,,,,,,,0.0,,,,,,,,,,992687155.95,,,,,,,,,,,841737019.27,30.5116026952,,,,,,,,,,,,,368.3719823215,,,36.6544487154,-9.5241060447,,,,,,25.4960425246,4.775463113,40.1234920986,,,7.4298624854,,,160.8606605754,,,,,,,,,,-4.3755989103,,,,,,,,-12.5175624694,,,24.0988691496,,,,,177.5035555556,,,177.5035555556,,,,,,,,,,,,56.0609853621,,,,364.3699096919,5.5537074153,,,19.5244479153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,600519.SH,600519,贵州茅台,10002602,通用,2007-12-31 00:00:00,年报,2007年报,058001001,2009-03-25 00:00:00,2009-03-25 00:00:00,CNY,7437754281.34,,,,,,,,,,,,,95684682.11,,,7533438963.45,1098306968.33,,,,,,623333896.62,3602532438.23,465962448.89,,,5790135752.07,,,1743303211.38,,,,,,,,,,772456652.49,17000000.0,,,,,,,789456652.49,,,-789456652.49,,,,,1504621.0,,,1504621.0,,706866028.2,,,,,,,706866028.2,,,-705361407.2,,,,248485151.69,4474221148.33,,,4722706300.02,2966052508.95,-614738.65,103823977.32,103823977.32,,8419605.26,65846168.6,,,,900998.31,3146711.19,,-2019007.08,-1814950.0,117243937.53,117243937.53,,,-323901731.4,71616599.29,-1265396867.94,,,,1743303211.38,,,,,4722706300.02,4474221148.33,,,,,248485151.69,20.7111251354,,,,,,,,,,,,,123.3278342642,,,21.419745602,36.0799642346,,,,,,53.8903343854,50.7158543196,-4.7280675384,,,41.5154281084,,,-17.4938346396,,,,,,,,,,4.7448726039,-58.5365853659,,,,,,,1.4119800965,,,-1.4127552193,,,,,-63.7119210512,,,-63.7119210512,,-7.008333763,,,,,,,-7.008333763,,,6.6973368903,,,,-57.0455453445,14.8491883854,,,5.5537074153,83.500248508,-158.5416345364,22.3428101215,22.3428101215,,160.8225228094,640.8783285537,,,,,2135.7691741197,,59.1164201233,-2.5714204979,364.715150925,364.715150925,,,-181.139296924,231.9423049943,-304.4657450943,,,,-17.4938346396,,,,,5.5537074153,14.8491883854,,,,,-57.0455453445,标准无保留意见,,135220914.59,88.9542448552
68,600519.SH,600519,贵州茅台,10002602,通用,2007-09-30 00:00:00,三季报,2007三季报,058001001,2008-10-27 00:00:00,2008-10-27 00:00:00,CNY,5298220603.11,,,,,,,,,,,,2952037.45,48906293.12,,,5350078933.68,776996775.72,,,,,,425064074.29,2318043878.67,281714970.12,,,3801819698.8,,,1548259234.88,,,,,,,,,,545583793.12,17000000.0,,,,,,,562583793.12,,,-562583793.12,,,,,280402.72,,,280402.72,,706791456.46,,,,,,,706791456.46,,,-706511053.74,,,,279164388.02,4474221148.33,,,4753385536.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7637579357,,,,,,,,,,,,983.4701692552,75.7159469412,,,19.1754019545,50.5696423968,,,,,,65.9319575878,25.3924900588,-25.2908319326,,,26.8153087319,,,3.817410992,,,,,,,,,,0.2313712925,,,,,,,,3.354508991,,,-3.354508991,,,,,-92.8469353529,,,-92.8469353529,,-6.7320510445,,,,,,,-6.7320510445,,,6.2842740187,,,,44.5569119062,14.7327349588,,,16.1399754112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
