,SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,ORG_TYPE,REPORT_DATE,REPORT_TYPE,REPORT_DATE_NAME,SECURITY_TYPE_CODE,NOTICE_DATE,UPDATE_DATE,CURRENCY,SALES_SERVICES,DEPOSIT_INTERBANK_ADD,LOAN_PBC_ADD,OFI_BF_ADD,RECEIVE_ORIGIC_PREMIUM,RECEIVE_REINSURE_NET,INSURED_INVEST_ADD,DISPOSAL_TFA_ADD,RECEIVE_INTEREST_COMMISSION,BORROW_FUND_ADD,LOAN_ADVANCE_REDUCE,REPO_BUSINESS_ADD,RECEIVE_TAX_REFUND,RECEIVE_OTHER_OPERATE,OPERATE_INFLOW_OTHER,OPERATE_INFLOW_BALANCE,TOTAL_OPERATE_INFLOW,BUY_SERVICES,LOAN_ADVANCE_ADD,PBC_INTERBANK_ADD,PAY_ORIGIC_COMPENSATE,PAY_INTEREST_COMMISSION,PAY_POLICY_BONUS,PAY_STAFF_CASH,PAY_ALL_TAX,PAY_OTHER_OPERATE,OPERATE_OUTFLOW_OTHER,OPERATE_OUTFLOW_BALANCE,TOTAL_OPERATE_OUTFLOW,OPERATE_NETCASH_OTHER,OPERATE_NETCASH_BALANCE,NETCASH_OPERATE,WITHDRAW_INVEST,RECEIVE_INVEST_INCOME,DISPOSAL_LONG_ASSET,DISPOSAL_SUBSIDIARY_OTHER,REDUCE_PLEDGE_TIMEDEPOSITS,RECEIVE_OTHER_INVEST,INVEST_INFLOW_OTHER,INVEST_INFLOW_BALANCE,TOTAL_INVEST_INFLOW,CONSTRUCT_LONG_ASSET,INVEST_PAY_CASH,PLEDGE_LOAN_ADD,OBTAIN_SUBSIDIARY_OTHER,ADD_PLEDGE_TIMEDEPOSITS,PAY_OTHER_INVEST,INVEST_OUTFLOW_OTHER,INVEST_OUTFLOW_BALANCE,TOTAL_INVEST_OUTFLOW,INVEST_NETCASH_OTHER,INVEST_NETCASH_BALANCE,NETCASH_INVEST,ACCEPT_INVEST_CASH,SUBSIDIARY_ACCEPT_INVEST,RECEIVE_LOAN_CASH,ISSUE_BOND,RECEIVE_OTHER_FINANCE,FINANCE_INFLOW_OTHER,FINANCE_INFLOW_BALANCE,TOTAL_FINANCE_INFLOW,PAY_DEBT_CASH,ASSIGN_DIVIDEND_PORFIT,SUBSIDIARY_PAY_DIVIDEND,BUY_SUBSIDIARY_EQUITY,PAY_OTHER_FINANCE,SUBSIDIARY_REDUCE_CASH,FINANCE_OUTFLOW_OTHER,FINANCE_OUTFLOW_BALANCE,TOTAL_FINANCE_OUTFLOW,FINANCE_NETCASH_OTHER,FINANCE_NETCASH_BALANCE,NETCASH_FINANCE,RATE_CHANGE_EFFECT,CCE_ADD_OTHER,CCE_ADD_BALANCE,CCE_ADD,BEGIN_CCE,END_CCE_OTHER,END_CCE_BALANCE,END_CCE,NETPROFIT,ASSET_IMPAIRMENT,FA_IR_DEPR,OILGAS_BIOLOGY_DEPR,IR_DEPR,IA_AMORTIZE,LPE_AMORTIZE,DEFER_INCOME_AMORTIZE,PREPAID_EXPENSE_REDUCE,ACCRUED_EXPENSE_ADD,DISPOSAL_LONGASSET_LOSS,FA_SCRAP_LOSS,FAIRVALUE_CHANGE_LOSS,FINANCE_EXPENSE,INVEST_LOSS,DEFER_TAX,DT_ASSET_REDUCE,DT_LIAB_ADD,PREDICT_LIAB_ADD,INVENTORY_REDUCE,OPERATE_RECE_REDUCE,OPERATE_PAYABLE_ADD,OTHER,OPERATE_NETCASH_OTHERNOTE,OPERATE_NETCASH_BALANCENOTE,NETCASH_OPERATENOTE,DEBT_TRANSFER_CAPITAL,CONVERT_BOND_1YEAR,FINLEASE_OBTAIN_FA,UNINVOLVE_INVESTFIN_OTHER,END_CASH,BEGIN_CASH,END_CASH_EQUIVALENTS,BEGIN_CASH_EQUIVALENTS,CCE_ADD_OTHERNOTE,CCE_ADD_BALANCENOTE,CCE_ADDNOTE,SALES_SERVICES_YOY,DEPOSIT_INTERBANK_ADD_YOY,LOAN_PBC_ADD_YOY,OFI_BF_ADD_YOY,RECEIVE_ORIGIC_PREMIUM_YOY,RECEIVE_REINSURE_NET_YOY,INSURED_INVEST_ADD_YOY,DISPOSAL_TFA_ADD_YOY,RECEIVE_INTEREST_COMMISSION_YOY,BORROW_FUND_ADD_YOY,LOAN_ADVANCE_REDUCE_YOY,REPO_BUSINESS_ADD_YOY,RECEIVE_TAX_REFUND_YOY,RECEIVE_OTHER_OPERATE_YOY,OPERATE_INFLOW_OTHER_YOY,OPERATE_INFLOW_BALANCE_YOY,TOTAL_OPERATE_INFLOW_YOY,BUY_SERVICES_YOY,LOAN_ADVANCE_ADD_YOY,PBC_INTERBANK_ADD_YOY,PAY_ORIGIC_COMPENSATE_YOY,PAY_INTEREST_COMMISSION_YOY,PAY_POLICY_BONUS_YOY,PAY_STAFF_CASH_YOY,PAY_ALL_TAX_YOY,PAY_OTHER_OPERATE_YOY,OPERATE_OUTFLOW_OTHER_YOY,OPERATE_OUTFLOW_BALANCE_YOY,TOTAL_OPERATE_OUTFLOW_YOY,OPERATE_NETCASH_OTHER_YOY,OPERATE_NETCASH_BALANCE_YOY,NETCASH_OPERATE_YOY,WITHDRAW_INVEST_YOY,RECEIVE_INVEST_INCOME_YOY,DISPOSAL_LONG_ASSET_YOY,DISPOSAL_SUBSIDIARY_OTHER_YOY,REDUCE_PLEDGE_TIMEDEPOSITS_YOY,RECEIVE_OTHER_INVEST_YOY,INVEST_INFLOW_OTHER_YOY,INVEST_INFLOW_BALANCE_YOY,TOTAL_INVEST_INFLOW_YOY,CONSTRUCT_LONG_ASSET_YOY,INVEST_PAY_CASH_YOY,PLEDGE_LOAN_ADD_YOY,OBTAIN_SUBSIDIARY_OTHER_YOY,ADD_PLEDGE_TIMEDEPOSITS_YOY,PAY_OTHER_INVEST_YOY,INVEST_OUTFLOW_OTHER_YOY,INVEST_OUTFLOW_BALANCE_YOY,TOTAL_INVEST_OUTFLOW_YOY,INVEST_NETCASH_OTHER_YOY,INVEST_NETCASH_BALANCE_YOY,NETCASH_INVEST_YOY,ACCEPT_INVEST_CASH_YOY,SUBSIDIARY_ACCEPT_INVEST_YOY,RECEIVE_LOAN_CASH_YOY,ISSUE_BOND_YOY,RECEIVE_OTHER_FINANCE_YOY,FINANCE_INFLOW_OTHER_YOY,FINANCE_INFLOW_BALANCE_YOY,TOTAL_FINANCE_INFLOW_YOY,PAY_DEBT_CASH_YOY,ASSIGN_DIVIDEND_PORFIT_YOY,SUBSIDIARY_PAY_DIVIDEND_YOY,BUY_SUBSIDIARY_EQUITY_YOY,PAY_OTHER_FINANCE_YOY,SUBSIDIARY_REDUCE_CASH_YOY,FINANCE_OUTFLOW_OTHER_YOY,FINANCE_OUTFLOW_BALANCE_YOY,TOTAL_FINANCE_OUTFLOW_YOY,FINANCE_NETCASH_OTHER_YOY,FINANCE_NETCASH_BALANCE_YOY,NETCASH_FINANCE_YOY,RATE_CHANGE_EFFECT_YOY,CCE_ADD_OTHER_YOY,CCE_ADD_BALANCE_YOY,CCE_ADD_YOY,BEGIN_CCE_YOY,END_CCE_OTHER_YOY,END_CCE_BALANCE_YOY,END_CCE_YOY,NETPROFIT_YOY,ASSET_IMPAIRMENT_YOY,FA_IR_DEPR_YOY,OILGAS_BIOLOGY_DEPR_YOY,IR_DEPR_YOY,IA_AMORTIZE_YOY,LPE_AMORTIZE_YOY,DEFER_INCOME_AMORTIZE_YOY,PREPAID_EXPENSE_REDUCE_YOY,ACCRUED_EXPENSE_ADD_YOY,DISPOSAL_LONGASSET_LOSS_YOY,FA_SCRAP_LOSS_YOY,FAIRVALUE_CHANGE_LOSS_YOY,FINANCE_EXPENSE_YOY,INVEST_LOSS_YOY,DEFER_TAX_YOY,DT_ASSET_REDUCE_YOY,DT_LIAB_ADD_YOY,PREDICT_LIAB_ADD_YOY,INVENTORY_REDUCE_YOY,OPERATE_RECE_REDUCE_YOY,OPERATE_PAYABLE_ADD_YOY,OTHER_YOY,OPERATE_NETCASH_OTHERNOTE_YOY,OPERATE_NETCASH_BALANCENOTE_YOY,NETCASH_OPERATENOTE_YOY,DEBT_TRANSFER_CAPITAL_YOY,CONVERT_BOND_1YEAR_YOY,FINLEASE_OBTAIN_FA_YOY,UNINVOLVE_INVESTFIN_OTHER_YOY,END_CASH_YOY,BEGIN_CASH_YOY,END_CASH_EQUIVALENTS_YOY,BEGIN_CASH_EQUIVALENTS_YOY,CCE_ADD_OTHERNOTE_YOY,CCE_ADD_BALANCENOTE_YOY,CCE_ADDNOTE_YOY,OPINION_TYPE,OSOPINION_TYPE,MINORITY_INTEREST,MINORITY_INTEREST_YOY
33,600519.SH,600519,贵州茅台,10002602,通用,2016-06-30 00:00:00,中报,2016中报,058001001,2016-08-27 00:00:00,2017-07-28 00:00:00,CNY,25749880783.76,1712069372.82,,,,,,,572550105.67,,,,,39694537.32,,0.0,28074194799.57,1304317657.36,-156039425.53,943737469.24,,37317596.28,,2698571545.01,8862965658.95,779362014.27,,0.0,14470232515.58,,0.0,13603962283.99,,,73845.0,,,3956396.91,,0.0,4030241.91,496606045.55,,,,,62932043.91,,0.0,559538089.46,,0.0,-555507847.55,,,,,,,,,,3283073780.99,508507286.54,,,,,0.0,3283073780.99,,0.0,-3283073780.99,92483.7,,0.0,9765473139.15,34780485904.57,,0.0,44545959043.72,9377202963.15,5536334.93,417647140.02,417647140.02,,40081010.55,5681522.13,,,,,-43123.46,,,,260090725.32,260090725.32,,,-431629401.96,2009494366.98,1919900746.33,,,0.0,13603962283.99,,,,,44545959043.72,34780485904.57,,,,,9765473139.15,51.6063799269,288.6595602146,,,,,,,52.6649268165,,,,,-36.2769676484,,,69.9969075986,-20.4520337383,,188.1405182511,,303.9569617791,,3.0401110454,18.9742153058,-19.3396344238,,,24.6054122536,,,177.5362554953,,,,,,-85.0364538728,,,-89.8692856229,-61.0782062346,,,,,112.6770945676,,,-57.9452079673,,,56.9612446519,,,,,,,,,,320267.1831849319,,,,,,,5665.5991205586,,,-9295.6581587714,100.5652836192,,,174.3364815587,39.1373645031,,,55.9901826258,12.1068799281,1269.1149251998,11.8650695484,11.8650695484,,0.8620018322,132.3675031262,,,,,-211.8445319752,,,,-4.6892469989,-4.6892469989,,,66.8413104452,194.1664874001,369.3977840056,,,,177.5362554953,,,,,55.9901826258,39.1373645031,,,,,174.3364815587,,,,
34,600519.SH,600519,贵州茅台,10002602,通用,2016-03-31 00:00:00,一季报,2016一季报,058001001,2016-04-21 00:00:00,2017-04-25 00:00:00,CNY,15490821766.28,991023712.88,,,,,,,220683353.98,,,,,25710726.48,,0.0,16728239559.62,874194565.59,120000000.0,975793267.2,,32118367.63,,1617022189.58,5171171353.86,501895480.78,,0.0,9292195224.64,,0.0,7436044334.98,,,117322.0,,,2153315.11,,0.0,2270637.11,367086565.33,,,,,56529387.61,,0.0,423615952.94,,0.0,-421345315.83,,,,,,,,,,508507286.54,508507286.54,,,,,0.0,508507286.54,,0.0,-508507286.54,88199.83,,0.0,6506279932.44,34780485904.57,,0.0,41286765837.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0490270116,188.3302558154,,,,,,,10.6467559931,,,,,-0.5037366246,,,78.7428641542,-14.3793759406,,305.6519036764,,386.3167676601,,-3.0960761309,18.4442872599,-23.8945135702,,,28.2178053427,,,252.1465163757,,,,,,-57.721624993,,,-85.2798370625,-57.5980481173,,,,,1411.3620435077,,,-51.2788663979,,,50.664757304,,,,,,,,,,70118.2672199962,,,,,,,797.7589192712,,,-1367.8986365455,100.53477297,,,439.2897124704,39.1373645031,,,57.5609284366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,600519.SH,600519,贵州茅台,10002602,通用,2015-12-31 00:00:00,年报,2015年报,058001001,2016-03-24 00:00:00,2017-04-15 00:00:00,CNY,37083071835.58,2011171589.94,,,,,,,766016183.29,,,,,153647241.24,,0.0,40013906850.05,2967732630.37,-11600000.0,-848231824.96,,62297196.96,,4536877341.1,14003048933.21,1867442431.65,,0.0,22577566708.33,,0.0,17436340141.72,60050000.0,3869172.05,8772937.39,,,33357886.05,,0.0,106049995.49,2061470481.32,25050000.0,,,,68319778.76,,0.0,2154840260.08,,0.0,-2048790264.59,,,,,22000000.0,,0.0,22000000.0,55917672.0,5554101966.61,513009332.72,,,,,0.0,5610019638.61,,0.0,-5588019638.61,-16273531.71,,0.0,9783256706.81,24997229197.76,,0.0,34780485904.57,16454996625.22,-540313.39,761458678.29,761458678.29,,79883270.42,6804749.02,,,,,-17419.86,,,-3869276.9,-333734968.43,-333734968.43,,,-3030932654.85,-6705177839.34,10207469291.54,,,0.0,17436340141.72,,,,,34780485904.57,24997229197.76,,,,,9783256706.81,11.0775926927,69.9684645845,,,,,,,23.5464191388,,,,,-48.7380110005,,,12.7538219806,4.5702229468,80.6174025649,-69.0450340884,,-13.6232415139,,33.6888347847,-3.4036046863,-28.6348208124,,,-1.2152988649,,,38.0273831234,1101.0,25.0029032241,-14.2173718309,,,-68.7446172871,,,-15.1932866065,-53.4768627725,67.0,,,,-73.6363212012,,,-54.2030879782,,,55.268146694,,,,,,,,-78.4699170966,,8.4444673906,-11.5645358184,,,,,,9.0677629614,,,-10.8420282318,-198.6425583922,,,225.5131975857,13.6664340988,,,39.1373645031,1.140948286,-224.8569691755,12.7502655617,12.7502655617,,2.9323796536,77.0847766513,,,,,-100.0204651613,,,-25.0062906553,-8949.0558524373,-8949.0558524373,,,3.6439199351,-341.7164354819,5457.8367800631,,,,38.0273831234,,,,,39.1373645031,13.6664340988,,,,,225.5131975857,标准无保留意见,,,
36,600519.SH,600519,贵州茅台,10002602,通用,2015-09-30 00:00:00,三季报,2015三季报,058001001,2015-10-23 00:00:00,2016-10-29 00:00:00,CNY,24477232865.84,2409987947.24,,,,,,,527168743.64,,,,,136593409.73,,0.0,27550982966.45,2303416797.91,-10000000.0,-1254372778.92,,52443434.45,,3492388231.79,10136472538.44,1407241415.72,,0.0,16127589639.39,,0.0,11423393327.06,60000000.0,3868919.86,1280.0,,,31502649.24,,0.0,95372849.1,1810810170.61,25000000.0,,,,42557201.53,,0.0,1878367372.14,,0.0,-1782994523.04,,,,,22000000.0,,0.0,22000000.0,55917672.0,5553637709.52,512545075.63,,,,,0.0,5609555381.52,,0.0,-5587555381.52,-16228116.08,,0.0,4036615306.42,24997229197.76,,0.0,29033844504.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0391359965,84.6641524971,,,,,,,17.8830885775,,,,,-57.6001084876,,,14.2331368115,12.2144240118,87.7221523067,-14.6396150908,,-17.8345863252,,33.5938432619,-7.1749082959,-28.339843172,,,-1.8931959869,,,48.7537753849,,28.5355435216,-99.8778252902,,,-69.9982532452,,,-12.5504291902,-51.0380887919,66.6666666667,,,,-84.2715362015,,,-52.8519908114,,,53.9862863536,,,,,,,,266.6666666667,,8.7798518414,,,,,,,9.8751188346,,,-9.5729751032,,,,411.7283336818,13.6664340988,,,40.2816162603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,600519.SH,600519,贵州茅台,10002602,通用,2015-06-30 00:00:00,中报,2015中报,058001001,2015-08-28 00:00:00,2016-08-27 00:00:00,CNY,16984694704.92,-907491446.96,,,,,,,375037094.38,,,,,62292291.9,,0.0,16514532644.24,1639661852.66,,-1070719219.68,,9238012.91,,2618952481.35,7449484441.79,966226731.93,,0.0,11612844300.96,,0.0,4901688343.28,10000000.0,3342169.86,,,,26440236.0,,0.0,39782405.86,1275907396.62,25000000.0,,,,29590419.24,,0.0,1330497815.86,,0.0,-1290715410.0,,,,,22000000.0,,0.0,22000000.0,55917672.0,1024784.67,,,,,,0.0,56942456.67,,0.0,-34942456.67,-16360583.76,,0.0,3559669892.85,24997229197.76,,0.0,28556899090.61,8364520508.61,404373.28,373349019.23,373349019.23,,39738464.26,2445058.82,,,,,38556.61,,,-3342169.86,272887074.26,272887074.26,,,-1301708263.37,-2133980381.41,-712663897.15,,,0.0,4901688343.28,,,,,28556899090.61,24997229197.76,,,,,3559669892.85,20.8142635454,-165.911563873,,,,,,,33.0483891769,,,,,-74.303340949,,,3.4768242546,12.5771767837,,-290.0213260237,,-59.010586414,,58.9688435778,-1.2868759191,-29.1517835364,,,-0.4974442671,,,14.291948596,,11.0355435216,,,,-74.8194744332,,,-63.5225921101,-55.1702117729,66.6666666667,,,,-88.0055232326,,,-57.1886489783,,,56.9582926065,,,,,,,,,,-99.9799274043,,,,,,,-98.8846604111,,,99.3155773822,,,,193.2973340953,13.6664340988,,,57.1102945566,9.1327421094,66.2068261675,16.2024678437,16.2024678437,,3.5311792496,32.0665722447,,,,,-99.3140146114,,,-11.0355435216,302.1371581765,302.1371581765,,,7.2754522308,-19409.5853063657,67.7874704825,,,,14.291948596,,,,,57.1102945566,13.6664340988,,,,,193.2973340953,,,,
38,600519.SH,600519,贵州茅台,10002602,通用,2015-03-31 00:00:00,一季报,2015一季报,058001001,2015-04-21 00:00:00,2016-04-21 00:00:00,CNY,10255492585.92,-1121952725.86,,,,,,,199448553.19,,0.0,,,25840896.54,0.0,0.0,9358829309.79,1021009336.47,,-474487835.88,,6604412.96,,1668685977.84,4365910314.03,659473454.97,0.0,0.0,7247195660.39,0.0,0.0,2111633649.4,10000000.0,332169.86,,,,5093183.24,0.0,0.0,15425353.1,865730347.38,,,,,3740294.25,0.0,0.0,869470641.63,0.0,0.0,-854045288.53,,,,,22000000.0,0.0,0.0,22000000.0,55917672.0,724180.91,,,,0.0,0.0,0.0,56641852.91,0.0,0.0,-34641852.91,-16492948.4,0.0,0.0,1206453559.56,24997229197.76,,0.0,26203682757.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.6877948466,-271.0801140608,,,,,,,114.2771251018,,,,,-86.7641476679,,,29.5508656179,9.6446858701,,-629.2462584664,,-63.3289472392,,79.9169322418,-0.4325011275,-14.7889716575,,,2.7950308672,,,1114.1707620125,,,,,,-94.2403515365,,,-82.5903144433,-57.2472066283,,,,,-97.4804847607,,,-59.9952929577,,,59.035033375,,,,,,,,,,,,,,,,,,,,,,,,163.1352589423,13.6664340988,,,30.490974267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,600519.SH,600519,贵州茅台,10002602,通用,2014-12-31 00:00:00,年报,2014年报,058001001,2015-04-21 00:00:00,2016-03-24 00:00:00,CNY,33384835714.04,1183261609.65,,,,,,,620022974.87,,0.0,,,299729378.9,0.0,0.0,35487849677.46,2838028404.97,-59847500.0,-501778611.56,,72122638.14,,3393609756.87,14496450812.41,2616741740.03,0.0,0.0,22855327240.86,0.0,0.0,12632522436.6,5000000.0,3095265.75,10226939.39,,,106726852.0,0.0,0.0,125049057.14,4431065066.05,15000000.0,,,,259143571.28,0.0,0.0,4705208637.33,0.0,0.0,-4580159580.19,34800000.0,34800000.0,67382607.0,,,0.0,0.0,102182607.0,,5121609336.33,580094577.97,,22000000.0,0.0,0.0,0.0,5143609336.33,0.0,0.0,-5041426729.33,-5449166.99,0.0,0.0,3005486960.09,21991742237.67,,0.0,24997229197.76,16269371509.83,432745.88,675349786.98,675349786.98,,77607523.2,3842650.48,,,,,85119583.32,,,-3095265.75,3771418.94,3771418.94,,,-3145554128.82,-1517982420.56,183659033.1,,0.0,0.0,12632522436.6,,,,0.0,24997229197.76,21991742237.67,,,,,3005486960.09,0.4542507618,-57.332097914,,,,,,,413.6957461306,,,,,-48.7963153211,,,-3.3374313014,-9.9698515574,-165.4446540365,-115.7136436379,,778.0300729956,,8.228122428,15.6630085318,34.6127446034,,,-4.9994508843,,,-0.1778141534,,2.8327491694,,,,-85.8899002768,,,-83.5330949199,-18.0303705959,,,,,-62.6037973271,,,-22.8490867369,,,14.2181596632,480.0,480.0,,,,,,1598.0978024141,,-30.7140520821,-8.1789711725,,,,,,-30.4164325735,,,31.7432104933,,,,4377.8096965507,-0.3184553213,,,13.6664340988,1.9071314637,121.5937577453,29.7547193985,29.7547193985,,145.4550814413,-8.4610396343,,,,,846.0583141529,,,-2.8327491694,102.0754512573,102.0754512573,,,-44.8841265983,-2295.0647588667,112.6316388247,,,,-0.1778141534,,,,,13.6664340988,-0.3184553213,,,,,4377.8096965507,标准无保留意见,,,
40,600519.SH,600519,贵州茅台,10002602,通用,2014-09-30 00:00:00,三季报,2014三季报,058001001,2014-10-30 00:00:00,2015-10-23 00:00:00,CNY,22043789017.42,1305065392.85,,,,,,,447196243.33,,0.0,,,322155092.52,0.0,0.0,24118205746.12,2052692261.44,-81447500.0,-1094187884.29,,63826654.19,,2614183518.13,10919970400.62,1963771052.16,0.0,0.0,16438808502.25,0.0,0.0,7679397243.87,,3010000.0,1047680.0,,,105002717.0,0.0,0.0,109060397.0,3698405813.68,15000000.0,,,,270574431.65,0.0,0.0,3983980245.33,0.0,0.0,-3874919848.33,6000000.0,6000000.0,,,,0.0,0.0,6000000.0,,5105391867.62,,,,0.0,0.0,0.0,5105391867.62,0.0,0.0,-5099391867.62,,0.0,0.0,-1294914472.08,21991742237.67,,0.0,20696827765.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.060179396,-59.3795808371,,,,,,,704.2174863892,,,,,-17.8282790101,,,-7.0248476455,4.1333181507,-425.79,-158.013894797,,3473.9365962171,,45.6567374676,16.0619037126,22.1414794505,,,-1.536706867,,,-16.9356488725,,0.0,,,,-83.6095679157,,,-83.0557949034,-6.2427928909,,,,,-49.5668741454,,,-11.0949761515,,,-0.9745800901,,,,,,,,34235.1962084787,,-30.4851771459,,,,,,,-30.4851771459,,,30.5667077126,,,,33.1383008834,-0.3184553213,,,2.8398781033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,600519.SH,600519,贵州茅台,10002602,通用,2014-06-30 00:00:00,中报,2014中报,058001001,2014-08-29 00:00:00,2015-08-28 00:00:00,CNY,14058517766.44,1376831914.82,,,,,,,281880221.7,,0.0,,,242413972.09,0.0,0.0,15959643875.05,1456478035.34,-91447500.0,-274528377.87,,22537558.12,,1647462749.56,7546599817.55,1363798243.85,0.0,0.0,11670900526.55,0.0,0.0,4288743348.5,,3010000.0,1047680.0,,,105002717.0,0.0,0.0,109060397.0,2846115154.85,15000000.0,,,,246700375.63,0.0,0.0,3107815530.48,0.0,0.0,-2998755133.48,,,,,,0.0,0.0,0.0,,5105391867.62,,,,0.0,0.0,0.0,5105391867.62,0.0,0.0,-5105391867.62,,0.0,0.0,-3815403652.6,21991742237.67,,0.0,18176338585.07,7664538017.59,243295.23,321291816.05,321291816.05,,38383088.6,1851383.57,,,,,5620616.8,,,-3010000.0,-135000945.26,-135000945.26,,,-1403844283.62,11051404.51,-2212381044.97,,0.0,0.0,4288743348.5,,,,0.0,18176338585.07,21991742237.67,,,,,-3815403652.6,17.5495105102,-57.2695270159,,,,,,,3244.3254557632,,,,,-14.1455457936,,,3.1479764304,16.522898563,,-261.5681864549,,17705.8480772222,,35.9073810903,18.3241750771,9.3261963956,,,13.7786755243,,,-17.7617795886,,0.0,,,,-80.6399545234,,,-80.0027924468,12.6194890726,,,,,-38.2887533393,,,6.1788964267,,,-25.9143409451,,,,,,,,-100.0,,-24.8146869001,,,,,,,-24.8146869001,,,24.8144934239,,,,3.5772216921,-0.3184553213,,,0.393765087,0.5724145654,111.7628138014,26.4010660175,26.4010660175,,242.5738498639,-4.6895951332,,,,,3108.4294115387,,,0.0,-139.6083806803,-139.6083806803,,,-108.5039491025,-86.5285654229,8.4992211643,,,,-17.7617795886,,,,,0.393765087,-0.3184553213,,,,,3.5772216921,,,,
42,600519.SH,600519,贵州茅台,10002602,通用,2014-03-31 00:00:00,一季报,2014一季报,058001001,2014-04-25 00:00:00,2015-04-21 00:00:00,CNY,7238091747.44,-302347844.4,,,,,,,93079722.39,,0.0,,,195234095.18,0.0,0.0,7224057720.61,931198195.67,-75000000.0,89653507.85,,18009880.99,,927475783.99,4384874947.62,773929698.77,0.0,0.0,7050142014.89,0.0,0.0,173915705.72,,,173418.0,,,88428717.0,0.0,0.0,88602135.0,2024967912.28,,,,,148452932.2,0.0,0.0,2173420844.48,0.0,0.0,-2084818709.48,,,,,,0.0,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,-1910903003.76,21991742237.67,,0.0,20080839233.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4870317268,,,,,,,,,,,,,-9.6455694526,,,13.285963873,30.6463811602,,,,,,78.6444522351,22.2481020129,0.7979473658,,,26.1972533162,,,-77.9917309302,,,,,,-78.3328401143,,,-78.2903485385,80.0068940131,,,,,-50.810395465,,,52.3351305552,,,-104.6722636314,,,,,,,,-100.0,,,,,,,,,-100.0,,,100.0,,,,-484.793998089,-0.3184553213,,,-7.6115831558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,600519.SH,600519,贵州茅台,10002602,通用,2013-12-31 00:00:00,年报,2013年报,058001001,2014-03-25 00:00:00,2015-04-21 00:00:00,CNY,33233870603.65,2773189099.54,,,,,,,120698483.4,,0.0,,,585366816.43,0.0,0.0,36713125003.02,3152308925.47,91447500.0,3193267094.01,,8214142.13,,3135608084.79,12533350979.21,1943903415.49,0.0,0.0,24058100141.1,0.0,0.0,12655024861.92,,3010000.0,,,,756386234.64,0.0,0.0,759396234.64,5405740026.23,,,,,692967608.36,0.0,0.0,6098707634.59,0.0,0.0,-5339311399.95,6000000.0,6000000.0,,,17474.78,0.0,0.0,6017474.78,,7391988549.25,631766584.82,,,0.0,0.0,0.0,7391988549.25,0.0,0.0,-7385971074.47,,0.0,0.0,-70257612.5,22061999850.17,,0.0,21991742237.67,15964899881.05,-2004032.3,520481867.72,520481867.72,,31617810.78,4197830.59,,,,,8997287.17,,-17474.78,-3010000.0,-181715611.33,-181715611.33,,,-2171082645.61,-63379598.19,-1453960453.18,,0.0,0.0,12655024861.92,,,,0.0,21991742237.67,22061999850.17,,,,,-70257612.5,14.9469008071,,,,,,,,,,,,,50.9956978438,,,25.3006016877,16.4333425098,,,,,,6.150778264,23.228274025,25.6908420374,,,38.4341810029,,,6.1546442058,,-27.1009929765,,,,122.2707008079,,,114.2115721039,28.3444286266,,,,,102.5729107084,,,33.9202731868,,,-27.1423153918,-98.4693877551,-98.4693877551,,,-80.474484383,,,-98.4652802935,,71.6426952422,215.5859221388,,,,,,71.6426952422,,,-88.6811755215,,,,-101.8453348494,20.8566108454,,,-0.3184553213,13.9662066882,-167.2661435723,25.4317663738,25.4317663738,,97.6748902374,8.8997852735,,,,,5677.9060809734,,80.474484383,3.0049142029,-28.8507667097,-28.8507667097,,,12.4072520452,2.3273174405,-993.95460676,,,,6.1546442058,,,,,-0.3184553213,20.8566108454,,,,,-101.8453348494,标准无保留意见,,,
